order_id,user_id,status,region,channel,total,items,note,placed_at
108574,1256,cancelled,LATAM,partner,234.25,13,priority handling requested,2024-10-22
118822,1005,pending,EMEA,retail,79.83,7,priority handling requested,2025-04-23
112087,1089,cancelled,LATAM,web,2031.1,10,priority handling requested,2024-04-08
106488,1160,fulfilled,APAC,phone,2030.53,23,priority handling requested,2025-02-19
115337,1296,cancelled,APAC,partner,1488.36,5,priority handling requested,2025-03-22
116960,1349,pending,EMEA,retail,1962.83,12,priority handling requested,2024-09-08
116429,1083,cancelled,LATAM,partner,392.93,5,priority handling requested,2025-04-21
112508,1316,fulfilled,EMEA,partner,697.91,18,priority handling requested,2024-04-20
119283,1374,fulfilled,LATAM,web,2078.63,15,priority handling requested,2024-01-04
114381,1291,fulfilled,APAC,retail,78.94,24,priority handling requested,2024-07-21
100883,1135,pending,APAC,partner,1102.54,10,priority handling requested,2024-07-09
119865,1112,refunded,NA,phone,1550.55,11,priority handling requested,2024-07-02
100990,1120,pending,LATAM,web,383.62,5,priority handling requested,2024-07-01
102511,1292,fulfilled,EMEA,web,1315.4,8,priority handling requested,2024-09-08
119536,1287,pending,LATAM,retail,2113.1,25,priority handling requested,2024-02-22
118951,1351,cancelled,EMEA,partner,867.01,13,priority handling requested,2024-05-19
105133,1348,pending,NA,web,2392.05,9,priority handling requested,2024-01-02
101565,1246,pending,LATAM,web,861.21,12,,2024-09-25
116486,1129,refunded,EMEA,web,1138.41,23,priority handling requested,2025-05-22
107668,1133,cancelled,APAC,phone,657.04,20,priority handling requested,2024-01-03
113916,1156,refunded,NA,partner,2362.84,13,priority handling requested,2024-03-18
108642,1317,refunded,EMEA,retail,999.01,3,priority handling requested,2025-03-12
103673,1106,cancelled,NA,phone,657.59,15,priority handling requested,2024-10-08
102793,1190,pending,APAC,phone,1852.34,15,priority handling requested,2024-05-21
103029,1240,pending,LATAM,partner,1722.44,13,priority handling requested,2024-08-27
101229,1206,refunded,APAC,retail,2390.51,25,,2024-05-06
115609,1388,pending,APAC,phone,1053.19,3,priority handling requested,2024-05-23
102753,1143,fulfilled,LATAM,web,1851.71,20,priority handling requested,2024-06-15
119609,1381,pending,LATAM,web,668.18,29,priority handling requested,2024-09-29
113465,1364,fulfilled,LATAM,retail,1341.8,28,priority handling requested,2025-05-01
101506,1296,fulfilled,EMEA,web,1291.52,21,priority handling requested,2024-01-04
111062,1350,cancelled,LATAM,partner,962.3,5,priority handling requested,2024-08-12
109545,1285,refunded,LATAM,web,709.0,20,priority handling requested,2024-12-04
106636,1057,refunded,EMEA,retail,1371.98,16,priority handling requested,2025-06-07
104317,1283,cancelled,NA,retail,472.24,6,priority handling requested,2025-05-24
115412,1125,refunded,LATAM,web,1087.01,9,,2025-04-26
112227,1294,pending,EMEA,web,812.16,22,priority handling requested,2025-01-09
104543,1273,pending,EMEA,retail,89.85,23,priority handling requested,2024-05-27
101976,1235,pending,APAC,retail,1324.15,18,priority handling requested,2025-02-05
101167,1135,refunded,LATAM,partner,1270.78,2,priority handling requested,2024-10-05
107741,1213,fulfilled,NA,partner,2260.31,26,priority handling requested,2024-09-02
111589,1164,pending,LATAM,web,2303.08,21,,2025-03-18
101443,1233,refunded,LATAM,retail,1173.87,9,,2025-02-11
116104,1325,refunded,LATAM,partner,143.66,8,priority handling requested,2025-04-08
103527,1058,cancelled,EMEA,retail,512.25,19,priority handling requested,2024-08-30
109860,1063,pending,APAC,partner,2003.86,8,priority handling requested,2025-05-07
111682,1378,fulfilled,EMEA,web,2445.51,6,priority handling requested,2024-04-26
103072,1225,fulfilled,LATAM,web,296.01,19,priority handling requested,2025-03-02
111514,1052,cancelled,LATAM,web,108.28,30,priority handling requested,2024-12-18
111902,1062,fulfilled,NA,retail,76.31,21,priority handling requested,2025-06-09
107302,1210,refunded,APAC,retail,779.15,17,priority handling requested,2025-01-23
103862,1067,pending,NA,web,1547.7,7,priority handling requested,2024-08-05
103711,1014,fulfilled,NA,phone,335.85,2,priority handling requested,2024-07-13
106969,1148,fulfilled,EMEA,phone,1813.54,21,,2025-06-19
116741,1239,pending,LATAM,retail,1320.57,3,,2024-01-16
107120,1007,refunded,EMEA,web,1187.35,16,priority handling requested,2024-06-26
114154,1283,cancelled,APAC,retail,700.37,5,,2024-03-02
110990,1373,fulfilled,EMEA,phone,2058.55,19,priority handling requested,2024-02-11
116693,1285,refunded,LATAM,web,2042.77,5,priority handling requested,2025-03-21
114836,1349,cancelled,APAC,web,233.62,13,priority handling requested,2025-03-31
118266,1341,fulfilled,EMEA,retail,919.1,19,priority handling requested,2024-07-23
111781,1344,cancelled,EMEA,phone,485.82,30,priority handling requested,2025-04-20
100507,1393,pending,APAC,web,364.43,26,priority handling requested,2024-04-09
114976,1377,fulfilled,LATAM,phone,2246.66,4,priority handling requested,2024-04-19
110927,1129,fulfilled,APAC,retail,1306.96,10,priority handling requested,2024-01-11
101466,1340,cancelled,APAC,web,2289.43,17,priority handling requested,2024-07-04
104585,1165,fulfilled,NA,retail,904.8,17,priority handling requested,2025-02-18
109970,1260,pending,LATAM,web,731.64,7,,2025-02-12
111711,1045,refunded,NA,web,1011.76,3,priority handling requested,2024-08-04
116622,1313,fulfilled,APAC,retail,1291.59,30,priority handling requested,2024-12-25
113625,1277,pending,EMEA,retail,459.13,7,priority handling requested,2025-02-26
103543,1222,refunded,LATAM,partner,37.3,3,priority handling requested,2025-04-23
105415,1308,fulfilled,APAC,partner,1792.16,22,,2024-04-03
109181,1331,pending,APAC,phone,2114.88,1,,2024-03-02
103213,1052,refunded,APAC,partner,57.02,24,priority handling requested,2024-04-06
116869,1390,fulfilled,APAC,web,1767.24,2,priority handling requested,2025-03-01
114330,1042,fulfilled,LATAM,retail,1355.95,26,,2024-08-16
118219,1153,refunded,EMEA,retail,504.9,18,priority handling requested,2024-02-22
111552,1179,refunded,NA,retail,201.44,15,priority handling requested,2024-04-28
119676,1301,refunded,LATAM,phone,1634.04,22,,2024-05-04
118497,1337,pending,EMEA,partner,934.43,8,priority handling requested,2025-06-10
113415,1084,cancelled,APAC,web,1092.5,12,priority handling requested,2024-07-08
107429,1006,fulfilled,NA,partner,1390.99,8,priority handling requested,2025-05-19
117242,1335,refunded,LATAM,web,716.78,6,priority handling requested,2024-12-22
101985,1029,refunded,EMEA,retail,1155.29,13,priority handling requested,2024-01-29
109513,1343,fulfilled,APAC,retail,1497.78,2,,2024-10-28
119786,1114,fulfilled,NA,partner,132.32,7,priority handling requested,2024-01-22
105996,1347,pending,NA,retail,78.4,15,priority handling requested,2025-01-31
112157,1398,fulfilled,EMEA,web,953.95,22,,2024-10-31
103833,1373,pending,APAC,phone,1076.23,18,,2024-01-03
111666,1044,fulfilled,LATAM,partner,563.34,16,,2025-04-04
109853,1389,fulfilled,NA,web,15.34,2,priority handling requested,2024-10-02
104064,1081,pending,LATAM,web,398.19,10,priority handling requested,2024-01-27
111586,1364,pending,EMEA,web,1491.95,25,priority handling requested,2025-02-07
100131,1221,pending,LATAM,web,480.16,26,priority handling requested,2024-03-16
117538,1147,cancelled,EMEA,partner,1055.43,11,priority handling requested,2024-02-15
106478,1019,refunded,NA,phone,503.89,2,priority handling requested,2025-06-05
112478,1271,fulfilled,EMEA,phone,642.54,1,,2024-10-19
104561,1020,refunded,APAC,partner,1235.35,13,,2024-07-14
109921,1314,refunded,APAC,phone,275.05,7,priority handling requested,2024-08-28
111449,1026,refunded,EMEA,phone,2453.46,20,,2024-07-16
116780,1182,refunded,NA,retail,91.66,30,priority handling requested,2025-03-29
108182,1019,pending,NA,web,2132.35,25,priority handling requested,2024-04-13
117118,1116,pending,APAC,partner,427.27,28,priority handling requested,2024-12-18
103024,1305,cancelled,NA,phone,2460.39,4,priority handling requested,2024-11-25
101088,1374,fulfilled,APAC,retail,236.5,1,priority handling requested,2024-02-24
117414,1392,fulfilled,LATAM,retail,77.39,23,priority handling requested,2024-04-26
114898,1291,cancelled,LATAM,web,2284.94,22,priority handling requested,2024-01-22
101670,1050,cancelled,EMEA,partner,812.74,11,,2024-06-27
109652,1153,pending,NA,retail,1410.3,12,priority handling requested,2024-04-14
113857,1390,pending,EMEA,phone,905.18,23,priority handling requested,2024-07-19
118490,1273,fulfilled,APAC,web,863.23,12,priority handling requested,2024-01-01
102848,1045,pending,APAC,web,1170.06,5,priority handling requested,2024-05-11
114686,1029,refunded,LATAM,retail,310.99,27,priority handling requested,2025-03-24
108919,1218,fulfilled,LATAM,phone,311.37,22,priority handling requested,2024-04-12
107966,1257,refunded,EMEA,web,1525.32,2,priority handling requested,2024-01-27
103431,1373,pending,NA,web,287.56,3,priority handling requested,2024-05-05
109055,1039,pending,APAC,retail,2182.39,18,priority handling requested,2024-07-14
104858,1209,refunded,NA,phone,835.72,18,priority handling requested,2024-09-15
101428,1065,fulfilled,LATAM,phone,1466.21,26,,2025-01-14
100145,1150,pending,APAC,phone,2013.27,25,priority handling requested,2024-09-19
115648,1151,pending,NA,partner,872.03,23,priority handling requested,2025-02-07
111218,1065,refunded,LATAM,retail,1320.74,12,priority handling requested,2024-04-07
103371,1394,cancelled,NA,retail,2425.76,14,priority handling requested,2025-02-18
106734,1312,refunded,LATAM,web,752.59,12,priority handling requested,2024-01-17
118856,1316,cancelled,APAC,retail,1481.13,16,priority handling requested,2025-02-10
116861,1027,pending,APAC,web,763.31,1,priority handling requested,2024-01-01
116416,1244,pending,EMEA,retail,1552.26,14,priority handling requested,2025-01-07
112086,1186,refunded,APAC,web,1610.7,15,priority handling requested,2025-06-20
117776,1307,pending,LATAM,web,1556.29,1,priority handling requested,2024-11-26
111760,1393,pending,EMEA,web,488.79,18,priority handling requested,2024-08-11
109662,1179,refunded,EMEA,partner,1618.67,21,priority handling requested,2024-05-31
106338,1050,refunded,EMEA,retail,2403.38,5,,2024-07-02
107863,1329,pending,NA,retail,315.66,4,priority handling requested,2024-04-24
110124,1196,refunded,APAC,partner,216.68,27,priority handling requested,2024-05-08
115649,1091,fulfilled,EMEA,retail,2358.96,19,priority handling requested,2024-04-07
103116,1257,fulfilled,EMEA,partner,631.07,20,priority handling requested,2024-10-22
116328,1118,refunded,EMEA,phone,48.1,28,priority handling requested,2024-05-13
115928,1308,pending,APAC,partner,1258.86,20,priority handling requested,2025-04-18
103008,1391,cancelled,EMEA,partner,607.64,27,priority handling requested,2024-05-21
115399,1116,refunded,EMEA,web,2024.22,3,priority handling requested,2025-02-11
101945,1300,cancelled,LATAM,phone,1399.47,29,priority handling requested,2024-12-20
100359,1163,pending,APAC,retail,40.59,28,,2024-12-16
111445,1166,cancelled,NA,partner,2093.14,21,priority handling requested,2025-04-13
100674,1012,fulfilled,APAC,phone,1479.23,19,priority handling requested,2024-10-14
105552,1102,pending,LATAM,partner,2205.06,4,,2024-03-14
108170,1018,fulfilled,EMEA,web,737.99,2,priority handling requested,2025-03-11
109500,1159,pending,NA,retail,1986.02,10,,2024-02-29
104098,1019,refunded,LATAM,retail,480.08,16,priority handling requested,2024-10-04
113928,1221,cancelled,NA,retail,2150.16,10,,2024-12-24
106126,1072,pending,EMEA,retail,372.65,1,priority handling requested,2025-04-20
117096,1292,pending,EMEA,phone,1490.41,9,priority handling requested,2024-01-01
104085,1286,pending,LATAM,phone,3.33,27,priority handling requested,2025-06-07
115176,1002,refunded,LATAM,retail,348.68,11,,2024-07-03
107486,1273,refunded,APAC,partner,1646.29,20,priority handling requested,2024-06-26
116898,1223,refunded,LATAM,web,133.94,25,priority handling requested,2025-06-23
115009,1353,pending,LATAM,retail,409.91,9,priority handling requested,2025-03-16
104726,1086,pending,NA,phone,431.98,1,priority handling requested,2024-05-31
108477,1313,cancelled,NA,phone,738.29,21,,2024-01-05
108917,1363,cancelled,LATAM,retail,760.37,11,priority handling requested,2024-11-11
112745,1302,fulfilled,NA,partner,1572.9,8,priority handling requested,2024-01-04
116606,1343,cancelled,APAC,web,1491.99,9,priority handling requested,2025-01-03
108393,1059,fulfilled,NA,partner,799.31,24,priority handling requested,2024-09-08
111569,1330,fulfilled,LATAM,phone,1798.68,10,priority handling requested,2025-02-11
104019,1192,pending,APAC,retail,2098.51,19,priority handling requested,2024-01-12
103112,1019,fulfilled,EMEA,partner,1881.97,15,,2025-02-16
107565,1163,cancelled,EMEA,retail,432.86,5,,2024-06-14
116082,1076,fulfilled,LATAM,web,207.67,9,priority handling requested,2025-01-19
105326,1367,pending,EMEA,partner,1414.54,18,,2024-02-21
104857,1158,refunded,EMEA,web,925.02,14,priority handling requested,2024-08-25
100251,1320,fulfilled,EMEA,phone,986.18,1,priority handling requested,2024-06-13
117059,1208,cancelled,LATAM,phone,25.1,17,priority handling requested,2025-01-28
111587,1350,cancelled,NA,phone,392.19,19,,2024-11-29
108438,1085,refunded,NA,partner,752.73,29,priority handling requested,2025-05-14
116495,1128,refunded,EMEA,web,118.15,4,,2024-10-16
105670,1131,fulfilled,LATAM,partner,1816.64,5,priority handling requested,2024-01-23
119611,1098,refunded,EMEA,phone,1172.09,9,priority handling requested,2024-01-23
113168,1375,fulfilled,EMEA,retail,806.86,4,priority handling requested,2025-05-19
114089,1299,cancelled,EMEA,phone,1304.33,29,priority handling requested,2025-05-26
119365,1182,refunded,EMEA,web,1919.94,20,priority handling requested,2024-03-06
105919,1295,fulfilled,EMEA,web,353.05,23,,2024-05-22
118670,1198,pending,EMEA,web,2180.33,7,priority handling requested,2024-06-05
119272,1346,refunded,EMEA,retail,991.67,17,priority handling requested,2024-01-19
107235,1398,cancelled,APAC,partner,1750.54,22,priority handling requested,2025-06-09
114155,1233,cancelled,LATAM,web,621.57,19,priority handling requested,2025-06-06
111565,1130,fulfilled,LATAM,retail,474.24,10,priority handling requested,2024-11-20
104731,1290,pending,EMEA,partner,1698.44,5,,2025-03-25
102877,1106,fulfilled,LATAM,retail,1321.69,30,priority handling requested,2024-05-03
102711,1074,cancelled,NA,phone,770.75,30,priority handling requested,2024-12-14
109803,1195,fulfilled,EMEA,partner,2476.88,19,priority handling requested,2024-03-29
105914,1348,fulfilled,EMEA,partner,1931.01,9,priority handling requested,2024-03-19
118329,1383,refunded,EMEA,web,1655.95,23,priority handling requested,2024-12-23
101044,1011,refunded,LATAM,phone,1930.86,17,priority handling requested,2024-09-15
116692,1257,refunded,LATAM,partner,2483.08,8,priority handling requested,2024-10-25
109385,1270,refunded,NA,partner,608.62,11,priority handling requested,2024-07-03
115351,1081,cancelled,EMEA,partner,53.99,4,priority handling requested,2024-11-07
118551,1293,refunded,NA,web,247.25,25,priority handling requested,2025-03-16
118199,1083,fulfilled,LATAM,phone,2069.6,10,,2024-05-30
100844,1215,refunded,APAC,partner,850.55,29,priority handling requested,2024-05-03
104293,1324,fulfilled,LATAM,web,74.58,1,priority handling requested,2024-11-10
113163,1049,cancelled,NA,phone,2345.82,10,priority handling requested,2024-03-15
118429,1097,fulfilled,LATAM,web,266.17,14,priority handling requested,2024-10-18
113831,1058,refunded,EMEA,partner,1455.53,1,priority handling requested,2024-03-18
113177,1207,fulfilled,NA,retail,395.18,18,priority handling requested,2025-02-23
118019,1289,fulfilled,NA,partner,2286.61,2,priority handling requested,2025-02-26
112694,1120,refunded,APAC,web,916.67,14,priority handling requested,2025-04-05
106026,1200,cancelled,NA,partner,1340.03,3,priority handling requested,2024-11-23
111239,1236,pending,APAC,web,2126.39,16,priority handling requested,2024-09-17
101041,1127,pending,NA,partner,599.9,19,priority handling requested,2024-04-26
112440,1272,cancelled,NA,web,1067.95,18,priority handling requested,2025-02-19
113781,1052,fulfilled,EMEA,phone,2000.6,18,priority handling requested,2025-03-29
112491,1066,refunded,APAC,phone,1416.23,20,,2024-06-04
114873,1184,fulfilled,NA,retail,778.4,6,priority handling requested,2025-05-06
103553,1215,pending,NA,partner,2406.72,2,priority handling requested,2024-07-24
116936,1182,cancelled,NA,phone,387.79,11,priority handling requested,2024-12-27
104174,1292,cancelled,APAC,retail,4.93,11,priority handling requested,2024-03-03
107061,1043,refunded,APAC,phone,892.12,26,priority handling requested,2024-04-01
118884,1278,refunded,LATAM,partner,111.38,2,priority handling requested,2025-05-15
113016,1216,fulfilled,NA,phone,1917.86,4,priority handling requested,2024-08-14
108986,1134,fulfilled,APAC,phone,1450.06,6,,2025-01-30
111900,1267,refunded,EMEA,partner,85.29,5,priority handling requested,2024-03-22
103982,1047,fulfilled,EMEA,web,94.02,15,,2024-12-13
116933,1160,fulfilled,LATAM,phone,1631.79,25,priority handling requested,2025-06-06
117014,1006,refunded,APAC,web,1239.97,6,priority handling requested,2024-11-11
109586,1166,fulfilled,APAC,partner,525.36,1,priority handling requested,2024-07-25
103198,1175,fulfilled,NA,retail,1575.58,25,priority handling requested,2025-03-24
118152,1388,cancelled,NA,web,604.0,13,priority handling requested,2025-02-13
114130,1253,refunded,NA,web,1193.56,2,priority handling requested,2024-12-16
115065,1035,pending,LATAM,phone,2464.8,8,priority handling requested,2024-04-30
118388,1211,pending,NA,retail,43.72,2,,2024-08-29
101989,1237,refunded,EMEA,phone,2191.47,19,priority handling requested,2024-02-12
115015,1074,cancelled,APAC,phone,1204.81,12,priority handling requested,2024-11-29
104475,1357,cancelled,NA,partner,1444.58,1,,2024-05-11
105017,1393,fulfilled,LATAM,phone,921.16,16,,2025-04-18
105921,1335,fulfilled,LATAM,web,538.06,17,,2024-09-08
116295,1024,cancelled,EMEA,retail,309.69,25,priority handling requested,2024-05-23
104059,1028,fulfilled,EMEA,partner,1933.75,30,priority handling requested,2024-05-04
110112,1038,pending,NA,partner,671.99,30,priority handling requested,2024-01-22
107078,1313,cancelled,LATAM,partner,2295.47,29,priority handling requested,2025-05-12
115486,1197,pending,EMEA,phone,1522.06,4,,2025-03-14
114051,1062,cancelled,APAC,partner,1381.89,5,priority handling requested,2024-01-18
100221,1275,refunded,APAC,phone,1866.57,28,priority handling requested,2024-05-31
116395,1047,pending,NA,phone,992.91,18,priority handling requested,2024-04-15
110087,1381,cancelled,EMEA,web,2020.29,8,priority handling requested,2024-02-05
104294,1351,fulfilled,EMEA,retail,1069.01,28,priority handling requested,2024-08-21
104729,1353,pending,APAC,retail,2131.6,8,priority handling requested,2024-01-09
111909,1074,refunded,NA,web,96.97,26,,2025-06-06
110824,1371,fulfilled,EMEA,phone,1930.85,2,priority handling requested,2025-03-16
101292,1049,fulfilled,EMEA,retail,706.32,11,priority handling requested,2025-05-27
109974,1360,cancelled,LATAM,phone,1435.0,16,priority handling requested,2024-01-16
108524,1275,refunded,APAC,partner,1979.07,19,priority handling requested,2025-04-22
116266,1160,pending,NA,retail,711.64,5,priority handling requested,2024-10-28
111803,1391,fulfilled,APAC,phone,1569.88,15,priority handling requested,2025-01-09
101686,1288,pending,LATAM,web,2102.33,1,priority handling requested,2024-03-08
110867,1292,fulfilled,APAC,phone,2431.82,23,,2024-09-15
114208,1360,cancelled,NA,retail,374.33,18,priority handling requested,2024-09-10
118283,1261,refunded,NA,web,1502.49,2,priority handling requested,2024-12-08
111903,1154,cancelled,NA,phone,616.78,25,priority handling requested,2025-01-17
114517,1335,fulfilled,APAC,web,2115.03,22,priority handling requested,2025-02-28
102034,1189,refunded,EMEA,retail,2067.56,7,priority handling requested,2024-02-15
111034,1332,cancelled,EMEA,phone,777.3,16,,2024-08-26
100257,1096,pending,LATAM,phone,1527.16,8,priority handling requested,2024-11-27
113020,1330,fulfilled,LATAM,web,2252.93,15,priority handling requested,2024-03-01
100664,1126,cancelled,APAC,phone,150.82,4,priority handling requested,2024-10-31
118125,1302,refunded,LATAM,phone,2461.0,18,priority handling requested,2024-05-09
101845,1362,cancelled,LATAM,phone,1098.34,30,priority handling requested,2024-12-26
119216,1373,pending,APAC,retail,1800.95,12,,2024-12-23
116991,1277,pending,NA,phone,1614.26,29,priority handling requested,2024-09-25
100698,1365,fulfilled,APAC,phone,1818.1,12,priority handling requested,2024-05-01
118893,1318,fulfilled,NA,retail,2488.07,16,priority handling requested,2024-07-11
104354,1197,cancelled,APAC,retail,194.71,29,priority handling requested,2025-05-19
113672,1320,cancelled,EMEA,retail,774.46,6,priority handling requested,2025-04-22
109357,1011,cancelled,EMEA,web,1989.21,16,priority handling requested,2024-12-09
105449,1092,refunded,NA,partner,2323.62,14,,2024-05-03
110643,1288,refunded,NA,phone,1325.55,3,,2024-08-22
117055,1322,pending,EMEA,phone,1204.24,6,priority handling requested,2025-03-05
111605,1132,refunded,EMEA,retail,829.01,28,priority handling requested,2025-02-02
110768,1141,cancelled,NA,retail,624.78,6,priority handling requested,2025-05-08
110220,1224,pending,NA,retail,228.56,7,priority handling requested,2024-11-20
113126,1340,cancelled,APAC,phone,2457.95,2,priority handling requested,2024-11-01
119022,1130,fulfilled,APAC,web,1331.07,15,,2024-01-26
105729,1328,cancelled,LATAM,retail,559.89,23,priority handling requested,2025-02-20
105755,1029,pending,NA,partner,130.13,11,priority handling requested,2024-01-26
105355,1065,pending,APAC,retail,144.73,7,priority handling requested,2024-08-09
102926,1239,pending,LATAM,phone,2146.26,8,priority handling requested,2024-05-24
118392,1183,cancelled,NA,retail,842.68,12,priority handling requested,2025-04-20
110659,1248,fulfilled,NA,retail,465.33,25,priority handling requested,2025-05-17
108248,1217,pending,LATAM,partner,1759.52,4,priority handling requested,2024-05-11
105410,1260,cancelled,APAC,web,555.7,15,priority handling requested,2024-08-16
105024,1264,cancelled,NA,partner,1869.52,4,priority handling requested,2024-12-22
106035,1039,refunded,EMEA,partner,2171.94,18,priority handling requested,2025-05-03
114787,1282,pending,EMEA,web,1855.64,11,priority handling requested,2025-01-26
109124,1180,cancelled,EMEA,partner,906.19,14,priority handling requested,2024-07-26
107164,1138,refunded,LATAM,retail,25.35,21,priority handling requested,2024-09-29
117396,1349,pending,NA,phone,1369.53,9,priority handling requested,2024-07-25
101222,1288,fulfilled,LATAM,phone,2034.61,7,,2024-11-23
101423,1155,fulfilled,EMEA,phone,2465.54,24,priority handling requested,2024-12-13
105175,1029,refunded,LATAM,web,1341.11,16,,2024-07-23
111354,1014,refunded,APAC,partner,1493.47,25,priority handling requested,2025-05-22
117336,1379,pending,APAC,retail,72.91,8,priority handling requested,2024-12-14
112090,1007,refunded,EMEA,retail,1910.71,22,priority handling requested,2025-03-18
106453,1089,refunded,APAC,partner,2475.21,8,,2025-03-12
114894,1015,refunded,NA,phone,1473.35,3,,2024-09-29
102556,1324,cancelled,APAC,partner,2024.51,8,priority handling requested,2024-10-26
113587,1283,pending,NA,retail,590.88,28,,2024-09-25
108354,1053,pending,LATAM,web,2339.9,20,priority handling requested,2025-02-07
103984,1392,pending,APAC,phone,1149.53,20,priority handling requested,2025-01-19
105419,1106,pending,NA,retail,1043.52,7,priority handling requested,2024-08-04
111411,1149,refunded,LATAM,web,2149.38,12,,2024-11-26
115030,1302,fulfilled,NA,phone,1125.27,5,priority handling requested,2024-04-10
102516,1106,refunded,NA,retail,2421.58,2,priority handling requested,2024-05-29
101354,1141,refunded,NA,partner,409.63,19,priority handling requested,2025-02-27
114725,1306,cancelled,LATAM,web,2301.97,16,priority handling requested,2024-10-07
115506,1209,refunded,LATAM,partner,976.74,20,,2024-03-20
100676,1212,cancelled,APAC,retail,1533.83,7,priority handling requested,2024-08-03
118700,1146,pending,NA,partner,1794.49,26,priority handling requested,2025-01-13
103442,1199,fulfilled,NA,partner,1769.77,2,priority handling requested,2025-03-13
108181,1329,pending,NA,phone,10.53,20,priority handling requested,2025-02-01
106305,1066,fulfilled,EMEA,phone,2317.67,27,,2024-11-14
117453,1208,refunded,EMEA,web,42.75,1,priority handling requested,2024-01-14
112989,1002,cancelled,EMEA,partner,2157.39,17,priority handling requested,2025-03-14
110812,1339,cancelled,NA,partner,1953.46,26,priority handling requested,2025-02-27
117655,1193,cancelled,EMEA,web,226.75,20,,2024-06-12
119217,1210,pending,APAC,phone,2488.47,29,priority handling requested,2024-12-20
100856,1003,refunded,EMEA,web,999.63,3,priority handling requested,2025-06-18
108710,1134,cancelled,EMEA,partner,626.27,27,priority handling requested,2024-10-26
119802,1387,cancelled,LATAM,partner,1637.83,4,priority handling requested,2024-07-29
109035,1100,refunded,LATAM,partner,518.69,5,priority handling requested,2024-06-11
100463,1357,pending,LATAM,phone,836.34,12,priority handling requested,2024-02-28
107044,1394,pending,NA,phone,1138.7,9,,2024-04-06
113357,1176,pending,LATAM,partner,2457.29,10,priority handling requested,2024-03-03
113520,1116,fulfilled,NA,web,24.83,21,,2024-10-22
116306,1101,cancelled,EMEA,partner,2209.19,29,,2025-01-10
104240,1044,pending,NA,partner,1823.61,29,priority handling requested,2024-12-05
118758,1300,fulfilled,APAC,phone,1948.42,18,priority handling requested,2025-02-08
108799,1285,fulfilled,EMEA,retail,1587.81,26,priority handling requested,2025-01-10
102697,1340,refunded,LATAM,web,234.4,13,priority handling requested,2024-01-19
118901,1357,fulfilled,LATAM,retail,1195.81,3,priority handling requested,2024-06-09
116283,1381,refunded,LATAM,web,710.77,12,priority handling requested,2024-05-22
103386,1212,pending,NA,web,2320.52,14,,2024-06-18
114587,1221,refunded,APAC,retail,987.01,7,priority handling requested,2024-07-29
102532,1210,refunded,NA,web,2336.51,22,priority handling requested,2025-02-02
111086,1326,cancelled,LATAM,retail,1369.93,16,priority handling requested,2024-05-08
105538,1348,fulfilled,LATAM,web,1505.1,13,priority handling requested,2024-12-23
115002,1379,refunded,APAC,web,1598.64,14,priority handling requested,2024-05-22
101903,1005,refunded,NA,retail,1596.88,27,,2025-04-23
114168,1214,cancelled,NA,phone,1247.38,6,priority handling requested,2024-08-09
113914,1373,cancelled,NA,phone,1794.22,5,priority handling requested,2024-07-08
108475,1031,refunded,EMEA,partner,1961.8,21,priority handling requested,2025-04-10
106331,1257,refunded,NA,retail,1027.9,25,priority handling requested,2024-03-24
115227,1304,pending,LATAM,phone,992.84,27,,2024-09-20
112405,1093,fulfilled,LATAM,web,122.09,22,,2024-03-07
107522,1020,cancelled,LATAM,retail,1661.34,16,priority handling requested,2024-05-05
108829,1232,fulfilled,LATAM,retail,1953.08,14,priority handling requested,2024-02-08
101430,1075,pending,APAC,web,243.03,23,priority handling requested,2024-10-19
112144,1021,fulfilled,APAC,phone,877.1,18,priority handling requested,2024-12-24
119679,1126,cancelled,APAC,partner,331.85,29,priority handling requested,2024-08-16
104147,1089,refunded,EMEA,retail,2241.44,2,priority handling requested,2025-01-15
114793,1325,refunded,EMEA,partner,266.82,5,priority handling requested,2025-03-30
103028,1011,cancelled,EMEA,partner,1130.61,2,priority handling requested,2025-03-05
100012,1140,fulfilled,APAC,web,2268.71,22,priority handling requested,2025-02-23
101572,1054,cancelled,NA,partner,126.84,3,,2024-06-23
108837,1278,pending,NA,partner,763.45,23,,2024-05-14
100807,1123,pending,LATAM,partner,1157.74,1,priority handling requested,2024-07-26
111418,1179,pending,LATAM,partner,780.56,29,priority handling requested,2024-03-12
103656,1363,pending,LATAM,retail,207.19,2,,2024-06-09
109875,1017,cancelled,APAC,partner,9.28,5,priority handling requested,2025-01-30
107631,1076,cancelled,APAC,retail,1876.79,27,,2024-09-02
104341,1334,cancelled,LATAM,phone,596.45,12,priority handling requested,2024-11-05
113283,1130,refunded,APAC,phone,889.95,19,priority handling requested,2024-12-02
105756,1062,pending,LATAM,retail,966.6,28,priority handling requested,2024-10-31
108938,1147,pending,EMEA,web,1309.8,20,,2024-05-12
110047,1054,refunded,NA,phone,1708.18,15,priority handling requested,2024-04-01
102642,1010,fulfilled,APAC,phone,619.09,15,priority handling requested,2024-10-28
101800,1287,pending,LATAM,web,1684.79,19,priority handling requested,2025-06-21
101872,1226,cancelled,EMEA,web,1309.3,5,priority handling requested,2025-02-13
111464,1267,fulfilled,EMEA,phone,2066.18,26,priority handling requested,2024-05-23
109606,1177,refunded,NA,retail,954.41,20,,2025-04-26
100034,1265,refunded,LATAM,phone,147.73,11,priority handling requested,2024-11-18
